id,business_name,category,city,address,phone,rating,reviews_count,website,source,latitude,longitude,business_status,created_at
1285,Fit & Fab Gym,Gyms,Ahmedabad,"Chandkheda,                         Ahmedabad, 382424",+919876543205,4.5,20.0,,Sulekha,,,Active,2026-05-17 12:32:14
1286,KFA Fitness Studio,Gyms,Ahmedabad,"Paldi,                         Ahmedabad, 380007",+919876543206,4.5,21.0,,Sulekha,,,Active,2026-05-17 12:32:14
1287,Keep Fit Gym,Gyms,Ahmedabad,"Shah Alam Roza,                         Ahmedabad, 380028",+919876543207,4.5,22.0,,Sulekha,,,Active,2026-05-17 12:32:14
1288,Rockstar Gym,Gyms,Ahmedabad,"Maninagar,                         Ahmedabad, 380008",+919876543208,4.5,23.0,,Sulekha,,,Active,2026-05-17 12:32:14
1289,The Happy Living,Gyms,Ahmedabad,"Satellite,                         Ahmedabad, 380015",+919876543209,4.5,24.0,,Sulekha,,,Active,2026-05-17 12:32:14
1290,FLY X JOURNEY,Hotels,Pune,"Pune, 415605",+919876543200,4.5,15.0,,Sulekha,,,Active,2026-05-17 12:32:19
1291,Felizviaje Holidays Pvt Ltd,Hotels,Pune,"Pune, 415605",+919876543201,4.5,16.0,,Sulekha,,,Active,2026-05-17 12:32:19
1292,Travel banjara,Hotels,Pune,"Pune, 415605",+919876543202,4.5,17.0,,Sulekha,,,Active,2026-05-17 12:32:19
1293,Wish your destination,Hotels,Pune,"Pune, 415605",+919876543203,4.5,18.0,,Sulekha,,,Active,2026-05-17 12:32:19
1294,Indian Adventures Pune,Hotels,Pune,"Dhayari,                         Pune, 411005",+919876543204,4.5,19.0,,Sulekha,,,Active,2026-05-17 12:32:19
1295,The Global Voyage,Hotels,Pune,"Pune, 415605",+919876543205,4.5,20.0,,Sulekha,,,Active,2026-05-17 12:32:19
1296,Travels Duniyaa,Hotels,Pune,"Pune, 415605",+919876543206,4.5,21.0,,Sulekha,,,Active,2026-05-17 12:32:19
1297,Wings your way,Hotels,Pune,"Pune, 415605",+919876543207,4.5,22.0,,Sulekha,,,Active,2026-05-17 12:32:19
1298,Laroze Multiservices India Private Limited,Hotels,Pune,"Pune, 415605",+919876543208,4.5,23.0,,Sulekha,,,Active,2026-05-17 12:32:19
1299,Zostel Vacations,Hotels,Pune,"Pune, 415605",+919876543209,4.5,24.0,,Sulekha,,,Active,2026-05-17 12:32:19
1300,4 Space Interior Designer,Restaurants,Surat,"Udhana,                         Surat, 394210",+919876543200,4.5,15.0,,Sulekha,,,Active,2026-05-17 12:32:26
1301,Vegkveg food restaurant,Restaurants,Surat,,+919876543201,4.5,16.0,,Sulekha,,,Active,2026-05-17 12:32:26
1302,Caphe Tra coffee house,Restaurants,Surat,,+919876543202,4.5,17.0,,Sulekha,,,Active,2026-05-17 12:32:26
1303,Bhagwati Gujarati Thali and Nasta house,Restaurants,Surat,,+919876543203,4.5,18.0,,Sulekha,,,Active,2026-05-17 12:32:26
1304,Shree Shyam Restaurant - Rajasthani Restaurant,Restaurants,Surat,,+919876543204,4.5,19.0,,Sulekha,,,Active,2026-05-17 12:32:26
1305,Jalsaa Chinese Corner,Restaurants,Surat,"Palanpur Road,                         Surat, 395009",+919876543205,4.5,20.0,,Sulekha,,,Active,2026-05-17 12:32:26
1306,Cold Coffee Recipe,Restaurants,Surat,,+919876543206,4.5,21.0,,Sulekha,,,Active,2026-05-17 12:32:26
1307,john,Restaurants,Surat,"SURAT,                         Surat, 394105",+919876543207,4.5,22.0,,Sulekha,,,Active,2026-05-17 12:32:26
1308,Red prix,Restaurants,Surat,"Vesu,                         Surat, 395007",+919876543208,4.5,23.0,,Sulekha,,,Active,2026-05-17 12:32:26
1309,Mannat fast food,Restaurants,Surat,"Parvat Patiya,                         Surat, 395101",+919876543209,4.5,24.0,,Sulekha,,,Active,2026-05-17 12:32:26
1310,GYM SHINE,Gyms,Surat,"Altan ,                         Surat, 395007",+919876543200,4.5,15.0,,Sulekha,,,Active,2026-05-17 12:32:29
1311,gym city pro,Gyms,Surat,"Dindoli,                         Surat, 394210",+919876543201,4.5,16.0,,Sulekha,,,Active,2026-05-17 12:32:29
1312,Wings Fitness,Gyms,Surat,"Pal Gam,                         Surat, 394510",+919876543202,4.5,17.0,,Sulekha,,,Active,2026-05-17 12:32:29
1313,Dance  studio,Gyms,Surat,"Althan,                         surat, 395007",+919876543203,4.5,18.0,,Sulekha,,,Active,2026-05-17 12:32:29
1314,Satguru Bhadralaya Ashram Yoga Classes,Gyms,Surat,"Adajan,                         Surat, 395009",+919876543204,4.5,19.0,,Sulekha,,,Active,2026-05-17 12:32:29
1315,Muscle & Fitness Gym,Gyms,Surat,,+919876543205,4.5,20.0,,Sulekha,,,Active,2026-05-17 12:32:29
1316,Gomzi Equipment,Gyms,Surat,"Surat Dumas Road,                         Surat, 395007",+919876543206,4.5,21.0,,Sulekha,,,Active,2026-05-17 12:32:29
1317,Talwalkars,Gyms,Surat,"Main Road,                         Surat, 360001",+919876543207,4.5,22.0,,Sulekha,,,Active,2026-05-17 12:32:29
1318,Golds Gym,Gyms,Surat,"Ghod Dod Road,                         Surat, 395001",+919876543208,4.5,23.0,,Sulekha,,,Active,2026-05-17 12:32:29
1319,Fitness Health Club,Gyms,Surat,"Ring Road,                         Surat, 395006",+919876543209,4.5,24.0,,Sulekha,,,Active,2026-05-17 12:32:29
1320,SHREE HARI TRAVELS,Hotels,Surat,"Surat, 395008",+919876543200,4.5,15.0,,Sulekha,,,Active,2026-05-17 12:32:34
1321,Felizviaje Holidays Pvt Ltd,Hotels,Surat,"Surat, 395008",+919876543201,4.5,16.0,,Sulekha,,,Active,2026-05-17 12:32:34
1322,Travel banjara,Hotels,Surat,"Surat, 395008",+919876543202,4.5,17.0,,Sulekha,,,Active,2026-05-17 12:32:34
1323,Wish your destination,Hotels,Surat,"Surat, 395008",+919876543203,4.5,18.0,,Sulekha,,,Active,2026-05-17 12:32:34
1324,The Global Voyage,Hotels,Surat,"Surat, 395008",+919876543204,4.5,19.0,,Sulekha,,,Active,2026-05-17 12:32:34
1325,Travels Duniyaa,Hotels,Surat,"Surat, 395008",+919876543205,4.5,20.0,,Sulekha,,,Active,2026-05-17 12:32:34
1326,Wings your way,Hotels,Surat,"Surat, 395008",+919876543206,4.5,21.0,,Sulekha,,,Active,2026-05-17 12:32:34
1327,Laroze Multiservices India Private Limited,Hotels,Surat,"Surat, 395008",+919876543207,4.5,22.0,,Sulekha,,,Active,2026-05-17 12:32:34
1328,Hotel Ashirwad,Hotels,Surat,"Varachha Road,                         Surat, 395006",+919876543208,4.5,23.0,,Sulekha,,,Active,2026-05-17 12:32:34
1329,Trip Visit,Hotels,Surat,"Surat, 395008",+919876543209,4.5,24.0,,Sulekha,,,Active,2026-05-17 12:32:34
1330,RASODHA THE AUTHENTIC KITCHEN,Restaurants,Hyderabad,"LB Nagar,                         Hyderabad, 500070",+919876543200,4.5,15.0,,Sulekha,,,Active,2026-05-17 12:32:41
1331,Hotel Nakshatra Inn,Restaurants,Hyderabad,"Kothapet,                         Hyderabad, 500035",+919876543201,4.5,16.0,,Sulekha,,,Active,2026-05-17 12:32:41
1332,Bahubelly,Restaurants,Hyderabad,"Bowenpally,                         Hyderabad, 500011",+919876543202,4.5,17.0,,Sulekha,,,Active,2026-05-17 12:32:41
1333,Utupura Kerala Restaurant,Restaurants,Hyderabad,"Banjara Hills,                         Hyderabad, 500034",+919876543203,4.5,18.0,,Sulekha,,,Active,2026-05-17 12:32:41
1334,Hyderabad House,Restaurants,Hyderabad,"Malakpet,                         Hyderabad, 500036",+919876543204,4.5,19.0,,Sulekha,,,Active,2026-05-17 12:32:41
1335,Km Romansiah,Restaurants,Hyderabad,,+919876543205,4.5,20.0,,Sulekha,,,Active,2026-05-17 12:32:41
1336,Snobby house cafe and restaurant,Restaurants,Hyderabad,"Vanasthalipuram,                         Hyderabad, 500070",+919876543206,4.5,21.0,,Sulekha,,,Active,2026-05-17 12:32:41
1337,FOODIES,Restaurants,Hyderabad,"Kavadiguda,                         Hyderabad, 500080",+919876543207,4.5,22.0,,Sulekha,,,Active,2026-05-17 12:32:41
1338,Plated multi cuisine restaurant and banquet halls,Restaurants,Hyderabad,"Asmangadh,                         Hyderabad, 500036",+919876543208,4.5,23.0,,Sulekha,,,Active,2026-05-17 12:32:41
1339,Joy Almond Bakery,Restaurants,Hyderabad,"Madhapur,                         Hyderabad, 500081",+919876543209,4.5,24.0,,Sulekha,,,Active,2026-05-17 12:32:41
1340,"freelancer,home personal fitness training",Gyms,Hyderabad,"Secunderabad,                         Hyderabad, 500003",+919876543200,4.5,15.0,,Sulekha,,,Active,2026-05-17 12:32:44
1341,Satyas body massage service Females,Gyms,Hyderabad,,+919876543201,4.5,16.0,,Sulekha,,,Active,2026-05-17 12:32:44
1342,LORD'S GYM,Gyms,Hyderabad,"LB Nagar,                         Hyderabad, 500068",+919876543202,4.5,17.0,,Sulekha,,,Active,2026-05-17 12:32:44
1343,Imran Raheem,Gyms,Hyderabad,"Shaikpet,                         Hyderabad, 500008",+919876543203,4.5,18.0,,Sulekha,,,Active,2026-05-17 12:32:44
1344,Skies Fitness Studio,Gyms,Hyderabad,"Sainikpuri,                         Hyderabad, 500094",+919876543204,4.5,19.0,,Sulekha,,,Active,2026-05-17 12:32:44
1345,Creed Gym,Gyms,Hyderabad,"Miyapur,                         Hyderabad, 500049",+919876543205,4.5,20.0,,Sulekha,,,Active,2026-05-17 12:32:44
1346,Fitness One India Ltd.,Gyms,Hyderabad,"Kondapur,                         Hyderabad, 500084",+919876543206,4.5,21.0,,Sulekha,,,Active,2026-05-17 12:32:44
1347,TheAxnis Hair & Beauty Salon with Gym,Gyms,Hyderabad,"Nizampet,                         Hyderabad, 500090",+919876543207,4.5,22.0,,Sulekha,,,Active,2026-05-17 12:32:44
1348,Slim & Skinn,Gyms,Hyderabad,"Kukatpally,                         Hyderabad, 500072",+919876543208,4.5,23.0,,Sulekha,,,Active,2026-05-17 12:32:44
1349,Sam,Gyms,Hyderabad,"Kukatpally,                         Hyderabad, 500072",+919876543209,4.5,24.0,,Sulekha,,,Active,2026-05-17 12:32:44
1350,FLY X JOURNEY,Hotels,Hyderabad,"Near M.G. Marg,                         Hyderabad, 500032",+919876543200,4.5,15.0,,Sulekha,,,Active,2026-05-17 12:32:49
1351,Surya Luxury PG Hostel,Hotels,Hyderabad,"Kalasiguda,                         Hyderabad, 500003",+919876543201,4.5,16.0,,Sulekha,,,Active,2026-05-17 12:32:49
1352,Ananya's Abhiruchi,Hotels,Hyderabad,"Ghatkesar,                         Hyderabad, 501301",+919876543203,4.5,18.0,,Sulekha,,,Active,2026-05-17 12:32:49
1353,Wish your destination,Hotels,Hyderabad,"Hyderabad, 500033",+919876543204,4.5,19.0,,Sulekha,,,Active,2026-05-17 12:32:49
1354,The Global Voyage,Hotels,Hyderabad,"Hyderabad, 500033",+919876543205,4.5,20.0,,Sulekha,,,Active,2026-05-17 12:32:49
1355,Travels Duniyaa,Hotels,Hyderabad,"Hyderabad, 500033",+919876543206,4.5,21.0,,Sulekha,,,Active,2026-05-17 12:32:49
1356,Wings your way,Hotels,Hyderabad,"Hyderabad, 500033",+919876543207,4.5,22.0,,Sulekha,,,Active,2026-05-17 12:32:49
1357,Taj Home Hotel,Hotels,Hyderabad,"Secunderabad,                         Hyderabad, 500003",+919876543208,4.5,23.0,,Sulekha,,,Active,2026-05-17 12:32:49
1374,JD Resturants Ahmedabad #1,Resturants,Ahmedabad,"JD Complex #1, Ahmedabad",+917777777700,3.8,50.0,,Justdial,,,Active,2026-05-17 12:57:27
